Entity,Code,Year,Wheat yield
Afghanistan,AFG,1961,1.022
Afghanistan,AFG,1962,0.97349995
Afghanistan,AFG,1963,0.83169997
Afghanistan,AFG,1964,0.951
Afghanistan,AFG,1965,0.9723
Afghanistan,AFG,1966,0.8666
Afghanistan,AFG,1967,1.1231999
Afghanistan,AFG,1968,1.1561999
Afghanistan,AFG,1969,1.1855
Afghanistan,AFG,1970,0.95629996
Afghanistan,AFG,1971,0.8149
Afghanistan,AFG,1972,0.84569997
Afghanistan,AFG,1973,1.1739
Afghanistan,AFG,1974,1.2074
Afghanistan,AFG,1975,1.2128
Afghanistan,AFG,1976,1.2494
Afghanistan,AFG,1977,1.1309
Afghanistan,AFG,1978,1.198
Afghanistan,AFG,1979,1.2317
Afghanistan,AFG,1980,1.2549
Afghanistan,AFG,1981,1.235
Afghanistan,AFG,1982,1.2299
Afghanistan,AFG,1983,1.258
Afghanistan,AFG,1984,1.2319
Afghanistan,AFG,1985,1.2277
Afghanistan,AFG,1986,1.189
Afghanistan,AFG,1987,1.2849
Afghanistan,AFG,1988,1.1728
Afghanistan,AFG,1989,1.118
Afghanistan,AFG,1990,1.051
Afghanistan,AFG,1991,1.0213
Afghanistan,AFG,1992,1.0313
Afghanistan,AFG,1993,1.0210999
Afghanistan,AFG,1994,1.025
Afghanistan,AFG,1995,1.0895
Afghanistan,AFG,1996,1.122
Afghanistan,AFG,1997,1.2764
Afghanistan,AFG,1998,1.2964
Afghanistan,AFG,1999,1.2329
Afghanistan,AFG,2000,0.724
Afghanistan,AFG,2001,0.89769995
Afghanistan,AFG,2002,1.5418999
Afghanistan,AFG,2003,1.5
Afghanistan,AFG,2004,1.2659
Afghanistan,AFG,2005,1.8215
Afghanistan,AFG,2006,1.3759999
Afghanistan,AFG,2007,1.8183
Afghanistan,AFG,2008,1.2263
Afghanistan,AFG,2009,1.9666
Afghanistan,AFG,2010,1.9252
Afghanistan,AFG,2011,1.5179
Afghanistan,AFG,2012,2.0104
Afghanistan,AFG,2013,2.0248
Afghanistan,AFG,2014,2.0237
Afghanistan,AFG,2015,2.1959
Afghanistan,AFG,2016,1.9803
Afghanistan,AFG,2017,2.0342
Afghanistan,AFG,2018,2.21
Afghanistan,AFG,2019,2.0951
Afghanistan,AFG,2020,1.9433999
Afghanistan,AFG,2021,2.1272
Africa,,1961,0.69094217
Africa,,1962,0.9218807
Africa,,1963,0.8976482
Africa,,1964,0.87154686
Africa,,1965,0.8275844
Africa,,1966,0.7569531
Africa,,1967,0.8401286
Africa,,1968,0.9923189
Africa,,1969,0.80654305
Africa,,1970,0.86934006
Africa,,1971,0.9779543
Africa,,1972,0.9914201
Africa,,1973,0.9342791
Africa,,1974,0.9638208
Africa,,1975,1.1009274
Africa,,1976,1.124778
Africa,,1977,0.9218016
Africa,,1978,1.0393645
Africa,,1979,1.0564569
Africa,,1980,1.0960861
Africa,,1981,1.132746
Africa,,1982,1.2793169
Africa,,1983,1.114266
Africa,,1984,1.1443077
Africa,,1985,1.245364
Africa,,1986,1.4451435
Africa,,1987,1.5037777
Africa,,1988,1.7592602
Africa,,1989,1.4808269
Africa,,1990,1.5984902
Africa,,1991,1.9167112
Africa,,1992,1.6224033
Africa,,1993,1.6385173
Africa,,1994,1.942899
Africa,,1995,1.621557
Africa,,1996,2.0357335
Africa,,1997,1.7913003
Africa,,1998,1.8529992
Africa,,1999,1.820083
Africa,,2000,1.7453997
Africa,,2001,2.017764
Africa,,2002,2.1281445
Africa,,2003,2.2177246
Africa,,2004,2.2099411
Africa,,2005,2.1295714
Africa,,2006,2.43281
Africa,,2007,2.0194082
Africa,,2008,2.3025947
Africa,,2009,2.5657167
Africa,,2010,2.3139703
Africa,,2011,2.6023443
Africa,,2012,2.3948429
Africa,,2013,2.7932756
Africa,,2014,2.5711324
Africa,,2015,2.8470433
Africa,,2016,2.4488645
Africa,,2017,2.5638962
Africa,,2018,2.9336603
Africa,,2019,2.7511604
Africa,,2020,2.5409522
Africa,,2021,3.030368
Africa (FAO),,1961,0.69299996
Africa (FAO),,1962,0.92359996
Africa (FAO),,1963,0.899
Africa (FAO),,1964,0.8736
Africa (FAO),,1965,0.8287
Africa (FAO),,1966,0.7604
Africa (FAO),,1967,0.8423
Africa (FAO),,1968,0.99219996
Africa (FAO),,1969,0.8103
Africa (FAO),,1970,0.8703
Africa (FAO),,1971,0.98279995
Africa (FAO),,1972,0.99179995
Africa (FAO),,1973,0.9402
Africa (FAO),,1974,0.9711
Africa (FAO),,1975,1.1004
Africa (FAO),,1976,1.1177
Africa (FAO),,1977,0.92689997
Africa (FAO),,1978,1.0459
Africa (FAO),,1979,1.0458
Africa (FAO),,1980,1.0988
Africa (FAO),,1981,1.134
Africa (FAO),,1982,1.275
Africa (FAO),,1983,1.1230999
Africa (FAO),,1984,1.1438
Africa (FAO),,1985,1.2476
Africa (FAO),,1986,1.4427999
Africa (FAO),,1987,1.5013
Africa (FAO),,1988,1.7497
Africa (FAO),,1989,1.4811
Africa (FAO),,1990,1.5981
Africa (FAO),,1991,1.8951
Africa (FAO),,1992,1.6501
Africa (FAO),,1993,1.6279
Africa (FAO),,1994,1.9152999
Africa (FAO),,1995,1.6212
Africa (FAO),,1996,2.0284
Africa (FAO),,1997,1.7975999
Africa (FAO),,1998,1.8642
Africa (FAO),,1999,1.8098999
Africa (FAO),,2000,1.752
Africa (FAO),,2001,2.0245
Africa (FAO),,2002,2.1283
Africa (FAO),,2003,2.2133
Africa (FAO),,2004,2.2137
Africa (FAO),,2005,2.1353
Africa (FAO),,2006,2.4572
Africa (FAO),,2007,2.0442
Africa (FAO),,2008,2.29
Africa (FAO),,2009,2.5284
Africa (FAO),,2010,2.3014
Africa (FAO),,2011,2.5836
Africa (FAO),,2012,2.3948
Africa (FAO),,2013,2.7933
Africa (FAO),,2014,2.5711
Africa (FAO),,2015,2.847
Africa (FAO),,2016,2.4489
Africa (FAO),,2017,2.5639
Africa (FAO),,2018,2.9336998
Africa (FAO),,2019,2.7512
Africa (FAO),,2020,2.541
Africa (FAO),,2021,3.0304
Albania,ALB,1961,0.77309996
Albania,ALB,1962,1.0522
Albania,ALB,1963,0.7127
Albania,ALB,1964,0.9625
Albania,ALB,1965,1.1344
Albania,ALB,1966,1.2398
Albania,ALB,1967,1.355
Albania,ALB,1968,1.4124
Albania,ALB,1969,1.6388999
Albania,ALB,1970,1.5376999
Albania,ALB,1971,1.8735
Albania,ALB,1972,1.9
Albania,ALB,1973,2.0097
Albania,ALB,1974,2.0625
Albania,ALB,1975,1.9375
Albania,ALB,1976,2.5526
Albania,ALB,1977,2.45
Albania,ALB,1978,2.45
Albania,ALB,1979,2.49
Albania,ALB,1980,2.5198
Albania,ALB,1981,2.5321
Albania,ALB,1982,2.6885998
Albania,ALB,1983,3.0879
Albania,ALB,1984,3.1578999
Albania,ALB,1985,3.1406
Albania,ALB,1986,2.8945
Albania,ALB,1987,3.1030998
Albania,ALB,1988,3.201
Albania,ALB,1989,2.9301999
Albania,ALB,1990,3.0196998
Albania,ALB,1991,2.0698
Albania,ALB,1992,2.4387999
Albania,ALB,1993,2.9975998
Albania,ALB,1994,2.4745
Albania,ALB,1995,2.8702998
Albania,ALB,1996,2.1741
Albania,ALB,1997,2.8516
Albania,ALB,1998,2.8037
Albania,ALB,1999,2.4954
Albania,ALB,2000,3.0455
Albania,ALB,2001,2.822
Albania,ALB,2002,3.1617
Albania,ALB,2003,2.8629
Albania,ALB,2004,3.113
Albania,ALB,2005,3.1582
Albania,ALB,2006,3.0786998
Albania,ALB,2007,3.5496
Albania,ALB,2008,4.0168
Albania,ALB,2009,4.0229
Albania,ALB,2010,3.9905
Albania,ALB,2011,4.2300997
Albania,ALB,2012,4.1096
Albania,ALB,2013,4.1292
Albania,ALB,2014,4.0001
Albania,ALB,2015,3.9510999
Albania,ALB,2016,3.8999999
Albania,ALB,2017,4.0367
Albania,ALB,2018,3.6927
Albania,ALB,2019,4.068
Albania,ALB,2020,4.3271
Albania,ALB,2021,4.1305
Algeria,DZA,1961,0.406
Algeria,DZA,1962,0.8045
Algeria,DZA,1963,0.8326
Algeria,DZA,1964,0.5317
Algeria,DZA,1965,0.60569996
Algeria,DZA,1966,0.4252
Algeria,DZA,1967,0.6333
Algeria,DZA,1968,0.6899
Algeria,DZA,1969,0.6034
Algeria,DZA,1970,0.6245
Algeria,DZA,1971,0.61329997
Algeria,DZA,1972,0.6701
Algeria,DZA,1973,0.49339998
Algeria,DZA,1974,0.4957
Algeria,DZA,1975,0.83129996
Algeria,DZA,1976,0.7101
Algeria,DZA,1977,0.4337
Algeria,DZA,1978,0.5809
Algeria,DZA,1979,0.5553
Algeria,DZA,1980,0.72969997
Algeria,DZA,1981,0.672
Algeria,DZA,1982,0.5965
Algeria,DZA,1983,0.5635
Algeria,DZA,1984,0.573
Algeria,DZA,1985,0.8861
Algeria,DZA,1986,0.8084
Algeria,DZA,1987,0.7777
Algeria,DZA,1988,0.6006
Algeria,DZA,1989,0.78209996
Algeria,DZA,1990,0.6315
Algeria,DZA,1991,1.0809
Algeria,DZA,1992,0.9939
Algeria,DZA,1993,0.80969995
Algeria,DZA,1994,0.7999
Algeria,DZA,1995,0.89239997
Algeria,DZA,1996,1.309
Algeria,DZA,1997,0.8016
Algeria,DZA,1998,0.8847
Algeria,DZA,1999,1.0711
Algeria,DZA,2000,0.9194
Algeria,DZA,2001,1.1104
Algeria,DZA,2002,1.0739
Algeria,DZA,2003,1.448
Algeria,DZA,2004,1.3582
Algeria,DZA,2005,1.5057
Algeria,DZA,2006,1.5067999
Algeria,DZA,2007,1.2742
Algeria,DZA,2008,1.1037999
Algeria,DZA,2009,1.5975
Algeria,DZA,2010,1.4837999
Algeria,DZA,2011,1.7405
Algeria,DZA,2012,1.7638999
Algeria,DZA,2013,1.91
Algeria,DZA,2014,1.4753
Algeria,DZA,2015,1.464
Algeria,DZA,2016,1.1833
Algeria,DZA,2017,1.1501
Algeria,DZA,2018,2.0433
Algeria,DZA,2019,1.9629999
Algeria,DZA,2020,1.6811
Algeria,DZA,2021,1.5842999
Americas (FAO),,1961,1.2981
Americas (FAO),,1962,1.5471
Americas (FAO),,1963,1.6567999
Americas (FAO),,1964,1.6242
Americas (FAO),,1965,1.6334
Americas (FAO),,1966,1.7003
Americas (FAO),,1967,1.5475
Americas (FAO),,1968,1.6342
Americas (FAO),,1969,1.8379999
Americas (FAO),,1970,1.8706
Americas (FAO),,1971,1.9497
Americas (FAO),,1972,1.8637999
Americas (FAO),,1973,1.9133999
Americas (FAO),,1974,1.7008
Americas (FAO),,1975,1.8697
Americas (FAO),,1976,1.9324
Americas (FAO),,1977,1.8834
Americas (FAO),,1978,1.9715999
Americas (FAO),,1979,1.9548999
Americas (FAO),,1980,1.981
Americas (FAO),,1981,2.1095
Americas (FAO),,1982,2.2166998
Americas (FAO),,1983,2.2805
Americas (FAO),,1984,2.2739
Americas (FAO),,1985,2.1941
Americas (FAO),,1986,2.1969
Americas (FAO),,1987,2.2665
Americas (FAO),,1988,1.9224999
Americas (FAO),,1989,2.0674
Americas (FAO),,1990,2.416
Americas (FAO),,1991,2.2381
Americas (FAO),,1992,2.4278998
Americas (FAO),,1993,2.4322999
Americas (FAO),,1994,2.3803
Americas (FAO),,1995,2.343
Americas (FAO),,1996,2.3883
Americas (FAO),,1997,2.4622998
Americas (FAO),,1998,2.6759
Americas (FAO),,1999,2.7024
Americas (FAO),,2000,2.666
Americas (FAO),,2001,2.4652
Americas (FAO),,2002,2.2175
Americas (FAO),,2003,2.6404998
Americas (FAO),,2004,2.7515
Americas (FAO),,2005,2.7553
Americas (FAO),,2006,2.593
Americas (FAO),,2007,2.6267998
Americas (FAO),,2008,2.9529998
Americas (FAO),,2009,2.7918
Americas (FAO),,2010,3.0298998
Americas (FAO),,2011,3.0477998
Americas (FAO),,2012,3.0576
Americas (FAO),,2013,3.2408
Americas (FAO),,2014,2.9224
Americas (FAO),,2015,2.8825
Americas (FAO),,2016,3.4675
Americas (FAO),,2017,3.2012
Americas (FAO),,2018,3.1992
Americas (FAO),,2019,3.3792
Americas (FAO),,2020,3.2919
Americas (FAO),,2021,2.8307
Angola,AGO,1961,1.1111
Angola,AGO,1962,1.1111
Angola,AGO,1963,1.1111
Angola,AGO,1964,0.92859995
Angola,AGO,1965,1.1111
Angola,AGO,1966,1.1
Angola,AGO,1967,1.35
Angola,AGO,1968,1.35
Angola,AGO,1969,0.94299996
Angola,AGO,1970,0.85459995
Angola,AGO,1971,0.913
Angola,AGO,1972,1.1592
Angola,AGO,1973,0.8867
Angola,AGO,1974,1.3065
Angola,AGO,1975,1
Angola,AGO,1976,1
Angola,AGO,1977,0.76919997
Angola,AGO,1978,0.5882
Angola,AGO,1979,0.5333
Angola,AGO,1980,0.5833
Angola,AGO,1981,0.63159996
Angola,AGO,1982,0.625
Angola,AGO,1983,0.625
Angola,AGO,1984,0.625
Angola,AGO,1985,0.625
Angola,AGO,1986,0.79999995
Angola,AGO,1987,0.79999995
Angola,AGO,1988,0.79999995
Angola,AGO,1989,0.79999995
Angola,AGO,1990,0.7995
Angola,AGO,1991,0.79999995
Angola,AGO,1992,0.79999995
Angola,AGO,1993,0.88619995
Angola,AGO,1994,1
Angola,AGO,1995,1.1865
Angola,AGO,1996,1.3758
Angola,AGO,1997,1.5529
Angola,AGO,1998,1.7142999
Angola,AGO,1999,1.7391
Angola,AGO,2000,1.7025
Angola,AGO,2001,1.6667
Angola,AGO,2002,1.5485
Angola,AGO,2003,1.3879
Angola,AGO,2004,1.2412
Angola,AGO,2005,1.086
Angola,AGO,2006,1
Angola,AGO,2007,1
Angola,AGO,2008,1
Angola,AGO,2009,1
Angola,AGO,2010,1.0526
Angola,AGO,2011,1.0958999
Angola,AGO,2012,1.1294
Angola,AGO,2013,0.9399
Angola,AGO,2014,0.7798
Angola,AGO,2015,1.0059
Angola,AGO,2016,0.8829
Angola,AGO,2017,0.858
Angola,AGO,2018,0.91169995
Angola,AGO,2019,0.88379997
Angola,AGO,2020,0.88409996
Angola,AGO,2021,0.893
Argentina,ARG,1961,1.295
Argentina,ARG,1962,1.5222
Argentina,ARG,1963,1.5751
Argentina,ARG,1964,1.8353
Argentina,ARG,1965,1.3212
Argentina,ARG,1966,1.1982
Argentina,ARG,1967,1.2595
Argentina,ARG,1968,0.9833
Argentina,ARG,1969,1.3522999
Argentina,ARG,1970,1.3294
Argentina,ARG,1971,1.2666999
Argentina,ARG,1972,1.5911
Argentina,ARG,1973,1.6574
Argentina,ARG,1974,1.4103
Argentina,ARG,1975,1.6259999
Argentina,ARG,1976,1.7045
Argentina,ARG,1977,1.3612
Argentina,ARG,1978,1.7396
Argentina,ARG,1979,1.6933999
Argentina,ARG,1980,1.5596
Argentina,ARG,1981,1.4014
Argentina,ARG,1982,2.0500998
Argentina,ARG,1983,1.8405
Argentina,ARG,1984,2.3068
Argentina,ARG,1985,1.6177
Argentina,ARG,1986,1.7818999
Argentina,ARG,1987,1.8847
Argentina,ARG,1988,1.8343999
Argentina,ARG,1989,1.8946999
Argentina,ARG,1990,1.8946999
Argentina,ARG,1991,1.8972
Argentina,ARG,1992,2.1808999
Argentina,ARG,1993,2.3272
Argentina,ARG,1994,2.0237
Argentina,ARG,1995,2.1675
Argentina,ARG,1996,1.9344
Argentina,ARG,1997,2.2426
Argentina,ARG,1998,2.6088
Argentina,ARG,1999,2.3028
Argentina,ARG,2000,2.4873
Argentina,ARG,2001,2.4933999
Argentina,ARG,2002,2.2398
Argentina,ARG,2003,2.0361
Argentina,ARG,2004,2.5441
Argentina,ARG,2005,2.6355999
Argentina,ARG,2006,2.5302
Argentina,ARG,2007,2.6234
Argentina,ARG,2008,2.8271
Argentina,ARG,2009,1.9627999
Argentina,ARG,2010,2.7113
Argentina,ARG,2011,3.5063
Argentina,ARG,2012,3.2199
Argentina,ARG,2013,2.6581
Argentina,ARG,2014,2.6619
Argentina,ARG,2015,2.81
Argentina,ARG,2016,2.8623
Argentina,ARG,2017,3.3047
Argentina,ARG,2018,3.1806
Argentina,ARG,2019,3.2159998
Argentina,ARG,2020,2.9387
Argentina,ARG,2021,2.7595
Armenia,ARM,1992,2.1599998
Armenia,ARM,1993,2.2257
Armenia,ARM,1994,1.7842
Armenia,ARM,1995,2.5479999
Armenia,ARM,1996,2.3569
Armenia,ARM,1997,1.7009
Armenia,ARM,1998,2.0651
Armenia,ARM,1999,1.9466
Armenia,ARM,2000,1.6679
Armenia,ARM,2001,2.2263
Armenia,ARM,2002,2.3876998
Armenia,ARM,2003,1.7183
Armenia,ARM,2004,2.3416
Armenia,ARM,2005,2.0252
Armenia,ARM,2006,1.4627
Armenia,ARM,2007,2.5837
Armenia,ARM,2008,2.4322
Armenia,ARM,2009,2.2374
Armenia,ARM,2010,2.1192
Armenia,ARM,2011,2.8799999
Armenia,ARM,2012,2.6009998
Armenia,ARM,2013,3.1273
Armenia,ARM,2014,3.2259998
Armenia,ARM,2015,3.3437
Armenia,ARM,2016,3.2426999
Armenia,ARM,2017,2.1783
Armenia,ARM,2018,2.824
Armenia,ARM,2019,1.9564999
Armenia,ARM,2020,2.2528
Armenia,ARM,2021,2.4689
Asia,,1961,0.7488306
Asia,,1962,0.84461707
Asia,,1963,0.85306096
Asia,,1964,0.8432275
Asia,,1965,0.9750601
Asia,,1966,0.96613324
Asia,,1967,1.033632
Asia,,1968,1.0844697
Asia,,1969,1.099214
Asia,,1970,1.1135769
Asia,,1971,1.2257415
Asia,,1972,1.2964938
Asia,,1973,1.217583
Asia,,1974,1.2761098
Asia,,1975,1.4195487
Asia,,1976,1.5386351
Asia,,1977,1.4122207
Asia,,1978,1.5712845
Asia,,1979,1.7384086
Asia,,1980,1.612209
Asia,,1981,1.741676
Asia,,1982,1.8974645
Asia,,1983,2.0534477
Asia,,1984,2.144763
Asia,,1985,2.1317585
Asia,,1986,2.2903395
Asia,,1987,2.1888118
Asia,,1988,2.2488372
Asia,,1989,2.2975495
Asia,,1990,2.3842149
Asia,,1991,2.392449
Asia,,1992,2.3489404
Asia,,1993,2.3391953
Asia,,1994,2.2596948
Asia,,1995,2.3763628
Asia,,1996,2.417954
Asia,,1997,2.6160908
Asia,,1998,2.5174015
Asia,,1999,2.6502366
Asia,,2000,2.5984643
Asia,,2001,2.6010804
Asia,,2002,2.6223617
Asia,,2003,2.5941331
Asia,,2004,2.680203
Asia,,2005,2.6851103
Asia,,2006,2.8304331
Asia,,2007,2.8653684
Asia,,2008,2.8211412
Asia,,2009,2.9464912
Asia,,2010,2.8517158
Asia,,2011,3.0506816
Asia,,2012,3.0509703
Asia,,2013,3.1056173
Asia,,2014,3.155318
Asia,,2015,3.1789598
Asia,,2016,3.265289
Asia,,2017,3.3285565
Asia,,2018,3.3676026
Asia,,2019,3.412274
Asia,,2020,3.417254
Asia,,2021,3.3912776
Asia (FAO),,1961,0.7486
Asia (FAO),,1962,0.8448
Asia (FAO),,1963,0.85319996
Asia (FAO),,1964,0.84309995
Asia (FAO),,1965,0.9755
Asia (FAO),,1966,0.9661
Asia (FAO),,1967,1.0342
Asia (FAO),,1968,1.0845
Asia (FAO),,1969,1.0993999
Asia (FAO),,1970,1.1129
Asia (FAO),,1971,1.2257
Asia (FAO),,1972,1.2961999
Asia (FAO),,1973,1.2162
Asia (FAO),,1974,1.2759
Asia (FAO),,1975,1.4195
Asia (FAO),,1976,1.5385
Asia (FAO),,1977,1.412
Asia (FAO),,1978,1.5712
Asia (FAO),,1979,1.7383
Asia (FAO),,1980,1.6121999
Asia (FAO),,1981,1.7415999
Asia (FAO),,1982,1.8973999
Asia (FAO),,1983,2.0534
Asia (FAO),,1984,2.1447
Asia (FAO),,1985,2.1317
Asia (FAO),,1986,2.2903
Asia (FAO),,1987,2.1887999
Asia (FAO),,1988,2.2488
Asia (FAO),,1989,2.2975
Asia (FAO),,1990,2.3841999
Asia (FAO),,1991,2.3924
Asia (FAO),,1992,2.3488998
Asia (FAO),,1993,2.3392
Asia (FAO),,1994,2.2597
Asia (FAO),,1995,2.3764
Asia (FAO),,1996,2.418
Asia (FAO),,1997,2.6160998
Asia (FAO),,1998,2.5174
Asia (FAO),,1999,2.6502
Asia (FAO),,2000,2.5983999
Asia (FAO),,2001,2.6009998
Asia (FAO),,2002,2.6223
Asia (FAO),,2003,2.5941
Asia (FAO),,2004,2.6801
Asia (FAO),,2005,2.6850998
Asia (FAO),,2006,2.8304
Asia (FAO),,2007,2.8653
Asia (FAO),,2008,2.8209999
Asia (FAO),,2009,2.9464998
Asia (FAO),,2010,2.8516998
Asia (FAO),,2011,3.0505998
Asia (FAO),,2012,3.0509
Asia (FAO),,2013,3.1055999
Asia (FAO),,2014,3.1552
Asia (FAO),,2015,3.1789
Asia (FAO),,2016,3.2651
Asia (FAO),,2017,3.3284
Asia (FAO),,2018,3.3674
Asia (FAO),,2019,3.4122
Asia (FAO),,2020,3.4171999
Asia (FAO),,2021,3.3911
Australia,AUS,1961,1.1291
Australia,AUS,1962,1.2533
Australia,AUS,1963,1.3386999
Australia,AUS,1964,1.3841
Australia,AUS,1965,0.997
Australia,AUS,1966,1.507
Australia,AUS,1967,0.831
Australia,AUS,1968,1.365
Australia,AUS,1969,1.1118
Australia,AUS,1970,1.2178999
Australia,AUS,1971,1.2056999
Australia,AUS,1972,0.8666
Australia,AUS,1973,1.3396
Australia,AUS,1974,1.3671
Australia,AUS,1975,1.4006
Australia,AUS,1976,1.3175
Australia,AUS,1977,0.9413
Australia,AUS,1978,1.7651
Australia,AUS,1979,1.4514999
Australia,AUS,1980,0.9622
Australia,AUS,1981,1.3765
Australia,AUS,1982,0.7705
Australia,AUS,1983,1.7026
Australia,AUS,1984,1.5454999
Australia,AUS,1985,1.3694999
Australia,AUS,1986,1.4476
Australia,AUS,1987,1.3644999
Australia,AUS,1988,1.5787
Australia,AUS,1989,1.5787
Australia,AUS,1990,1.6344
Australia,AUS,1991,1.6344
Australia,AUS,1992,1.4698
Australia,AUS,1993,1.7811999
Australia,AUS,1994,1.9657999
Australia,AUS,1995,1.1356
Australia,AUS,1996,1.7899
Australia,AUS,1997,2.1673
Australia,AUS,1998,1.8412
Australia,AUS,1999,1.8596
Australia,AUS,2000,2.0066
Australia,AUS,2001,1.8209
Australia,AUS,2002,2.1076
Australia,AUS,2003,0.907
Australia,AUS,2004,1.9998
Australia,AUS,2005,1.6348
Australia,AUS,2006,2.0212998
Australia,AUS,2007,0.9173
Australia,AUS,2008,1.0788
Australia,AUS,2009,1.5831
Australia,AUS,2010,1.5728999
Australia,AUS,2011,2.0300999
Australia,AUS,2012,2.1511
Australia,AUS,2013,1.7608999
Australia,AUS,2014,2.0061
Australia,AUS,2015,1.9172
Australia,AUS,2016,1.9742999
Australia,AUS,2017,2.61
Australia,AUS,2018,1.9178
Australia,AUS,2019,1.6917
Australia,AUS,2020,1.4681
Australia,AUS,2021,2.5249
Austria,AUT,1850,0.77
Austria,AUT,1911,1.37
Austria,AUT,1934,1.8000001
Austria,AUT,1950,1.71
Austria,AUT,1961,2.5802
Austria,AUT,1962,2.6122
Austria,AUT,1963,2.5098999
Austria,AUT,1964,2.6524
Austria,AUT,1965,2.3969
Austria,AUT,1966,2.8581
Austria,AUT,1967,3.3049
Austria,AUT,1968,3.4175
Austria,AUT,1969,3.3172
Austria,AUT,1970,2.9445
Austria,AUT,1971,3.5577
Austria,AUT,1972,3.1460998
Austria,AUT,1973,3.5268
Austria,AUT,1974,4.0938
Austria,AUT,1975,3.5063
Austria,AUT,1976,4.2634
Austria,AUT,1977,3.7587998
Austria,AUT,1978,4.1770997
Austria,AUT,1979,3.1457
Austria,AUT,1980,4.4673
Austria,AUT,1981,3.737
Austria,AUT,1982,4.2767
Austria,AUT,1983,4.5299997
Austria,AUT,1984,4.7632
Austria,AUT,1985,4.8862
Austria,AUT,1986,4.3605
Austria,AUT,1987,4.5284
Austria,AUT,1988,5.3436
Austria,AUT,1989,4.9014997
Austria,AUT,1990,5.0478997
Austria,AUT,1991,5.0734997
Austria,AUT,1992,5.3938
Austria,AUT,1993,4.2246
Austria,AUT,1994,5.2088
Austria,AUT,1995,5.0856
Austria,AUT,1996,5.0069
Austria,AUT,1997,5.2044
Austria,AUT,1998,5.0748997
Austria,AUT,1999,5.4347997
Austria,AUT,2000,4.4688
Austria,AUT,2001,5.2412
Austria,AUT,2002,4.9667
Austria,AUT,2003,4.3801
Austria,AUT,2004,5.9234
Austria,AUT,2005,5.0285997
Austria,AUT,2006,4.9066
Austria,AUT,2007,4.7763
Austria,AUT,2008,5.6935
Austria,AUT,2009,4.9295
Austria,AUT,2010,5.0116997
Austria,AUT,2011,5.8549
Austria,AUT,2012,4.1387997
Austria,AUT,2013,5.3743
Austria,AUT,2014,5.9217
Austria,AUT,2015,5.6962
Austria,AUT,2016,6.2534
Austria,AUT,2017,4.8712
Austria,AUT,2018,4.6453
Austria,AUT,2019,5.7372
Austria,AUT,2020,5.9234
Austria,AUT,2021,5.5299
Azerbaijan,AZE,1992,2.1705
Azerbaijan,AZE,1993,1.6854999
Azerbaijan,AZE,1994,1.6295999
Azerbaijan,AZE,1995,1.494
Azerbaijan,AZE,1996,1.6626999
Azerbaijan,AZE,1997,1.6913999
Azerbaijan,AZE,1998,1.5763999
Azerbaijan,AZE,1999,1.9992
Azerbaijan,AZE,2000,2.3223
Azerbaijan,AZE,2001,2.6153998
Azerbaijan,AZE,2002,2.6028
Azerbaijan,AZE,2003,2.5599
Azerbaijan,AZE,2004,2.5748
Azerbaijan,AZE,2005,2.5818
Azerbaijan,AZE,2006,2.605
Azerbaijan,AZE,2007,2.6722
Azerbaijan,AZE,2008,2.7251
Azerbaijan,AZE,2009,2.5946
Azerbaijan,AZE,2010,1.9381
Azerbaijan,AZE,2011,2.4376
Azerbaijan,AZE,2012,2.6144
Azerbaijan,AZE,2013,2.6719
Azerbaijan,AZE,2014,2.3285
Azerbaijan,AZE,2015,3.0384998
Azerbaijan,AZE,2016,3.0475
Azerbaijan,AZE,2017,2.9687
Azerbaijan,AZE,2018,2.9383
Azerbaijan,AZE,2019,3.1555
Azerbaijan,AZE,2020,3.0907998
Azerbaijan,AZE,2021,3.2101
Bangladesh,BGD,1961,0.57379997
Bangladesh,BGD,1962,0.6753
Bangladesh,BGD,1963,0.6069
Bangladesh,BGD,1964,0.60109997
Bangladesh,BGD,1965,0.64669997
Bangladesh,BGD,1966,0.6473
Bangladesh,BGD,1967,0.7926
Bangladesh,BGD,1968,0.75799996
Bangladesh,BGD,1969,0.79639995
Bangladesh,BGD,1970,0.87399995
Bangladesh,BGD,1971,0.88799995
Bangladesh,BGD,1972,0.90379995
Bangladesh,BGD,1973,0.7572
Bangladesh,BGD,1974,0.8987
Bangladesh,BGD,1975,0.926
Bangladesh,BGD,1976,1.4534999
Bangladesh,BGD,1977,1.6211
Bangladesh,BGD,1978,1.8419
Bangladesh,BGD,1979,1.8659999
Bangladesh,BGD,1980,1.8989999
Bangladesh,BGD,1981,1.8478999
Bangladesh,BGD,1982,1.8113999
Bangladesh,BGD,1983,2.109
Bangladesh,BGD,1984,2.3021
Bangladesh,BGD,1985,2.1647
Bangladesh,BGD,1986,1.9282
Bangladesh,BGD,1987,1.8657
Bangladesh,BGD,1988,1.7542
Bangladesh,BGD,1989,1.8246
Bangladesh,BGD,1990,1.5034
Bangladesh,BGD,1991,1.6767
Bangladesh,BGD,1992,1.8534
Bangladesh,BGD,1993,1.8456999
Bangladesh,BGD,1994,1.839
Bangladesh,BGD,1995,1.9483
Bangladesh,BGD,1996,1.9531
Bangladesh,BGD,1997,2.0544
Bangladesh,BGD,1998,2.2408
Bangladesh,BGD,1999,2.1627
Bangladesh,BGD,2000,2.2103999
Bangladesh,BGD,2001,2.1643
